MUNICIPALITY,REGION,TENDER,YEAR,TYPE
MUN_57,METROPOLITANA,BID_115424,2017,SERVICES
MUN_102,NOROESTE,BID_214,2015,SERVICES
MUN_23,SUL,BID_102321b,2019,SERVICES
MUN_156,NOROESTE,BID_101253b,2019,SERVICES
MUN_103,NOROESTE,BID_241,2015,SERVICES
MUN_86,NOROESTE,BID_54508,2019,SERVICES
MUN_95,CENTRO SUL,BID_55070,2019,SERVICES
MUN_172,NOROESTE,BID_100846b,2016,SERVICES
MUN_179,NOROESTE,BID_102121,2019,SERVICES
MUN_111,SERTAO,BID_46564,2019,SERVICES
MUN_44,CENTRO SUL,BID_6859,2015,SERVICES
MUN_155,NOROESTE,BID_24992,2017,SERVICES
MUN_165,SERTAO,BID_25765,2017,SERVICES
MUN_167,SERTAO,BID_49634,2019,SERVICES
MUN_25,SUL,BID_132154,2015,SERVICES
MUN_123,METROPOLITANA,BID_47251,2019,SERVICES
MUN_10,NORTE,BID_72,2015,SERVICES
MUN_157,NORTE,BID_3367,2015,SERVICES
MUN_68,METROPOLITANA,BID_43606,2018,SERVICES
MUN_101,NOROESTE,BID_11111,2016,SERVICES
MUN_157,NORTE,BID_128367,2015,SERVICES
MUN_183,JAGUARIBE,BID_50476,2019,SERVICES
MUN_6,SERTAO,BID_8128,2015,SERVICES
MUN_150,JAGUARIBE,BID_37795,2018,SERVICES
MUN_138,NOROESTE,BID_2179,2015,SERVICES
MUN_16,SUL,BID_3591,2015,SERVICES
MUN_21,CENTRO SUL,BID_131653,2015,SERVICES
MUN_74,CENTRO SUL,BID_103870b,2017,SERVICES
MUN_123,METROPOLITANA,BID_100483b,2019,SERVICES
MUN_173,CENTRO SUL,BID_4594,2015,SERVICES
MUN_183,JAGUARIBE,BID_27159,2017,SERVICES
MUN_51,NOROESTE,BID_30026,2017,SERVICES
MUN_121,CENTRO SUL,BID_111304,2018,SERVICES
MUN_31,SUL,BID_127703,2015,SERVICES
MUN_104,SUL,BID_100131,2019,SERVICES
MUN_54,METROPOLITANA,BID_127846,2015,SERVICES
MUN_70,NOROESTE,BID_31674,2017,SERVICES
MUN_184,METROPOLITANA,BID_5204,2015,SERVICES
MUN_133,SUL,BID_23376,2017,SERVICES
MUN_162,NOROESTE,BID_124550,2015,SERVICES
MUN_162,NOROESTE,BID_105581,2018,SERVICES
MUN_123,METROPOLITANA,BID_22508,2017,SERVICES
MUN_138,NOROESTE,BID_128907,2015,SERVICES
MUN_107,SERTAO,BID_129797,2015,SERVICES
MUN_143,SERTAO,BID_2443,2015,SERVICES
MUN_113,JAGUARIBE,BID_881,2015,SERVICES
MUN_74,CENTRO SUL,BID_9232,2015,SERVICES
MUN_59,NORTE,BID_52959,2019,SERVICES
MUN_47,NOROESTE,BID_29584,2017,SERVICES
MUN_41,NORTE,BID_28959,2017,SERVICES
MUN_130,SERTAO,BID_124278,2015,SERVICES
MUN_3,NORTE,BID_115129,2017,SERVICES
MUN_24,NORTE,BID_15754,2016,SERVICES
MUN_66,NORTE,BID_8538,2015,SERVICES
MUN_30,SERTAO,BID_16176,2016,SERVICES
MUN_79,NOROESTE,BID_44381,2018,SERVICES
MUN_13,METROPOLITANA,BID_1743,2015,SERVICES
MUN_169,NOROESTE,BID_125789,2015,SERVICES
MUN_54,METROPOLITANA,BID_113902,2019,SERVICES
MUN_22,SERTAO,BID_27532,2017,SERVICES
MUN_31,SUL,BID_103047,2016,SERVICES
MUN_31,SUL,BID_28215,2017,SERVICES
MUN_31,SUL,BID_56219,2017,SERVICES
MUN_31,SUL,BID_99762,2017,SERVICES
MUN_31,SUL,BID_99763,2017,SERVICES
MUN_31,SUL,BID_100945b,2018,SERVICES
MUN_155,NOROESTE,BID_25014,2017,SERVICES
MUN_60,NOROESTE,BID_30935,2017,SERVICES
MUN_31,SUL,BID_16215,2016,SERVICES
MUN_96,CENTRO SUL,BID_20495,2016,SERVICES
MUN_182,SERTAO,BID_5048,2015,SERVICES
MUN_54,METROPOLITANA,BID_42317,2018,SERVICES
MUN_100,METROPOLITANA,BID_107406,2017,SERVICES
MUN_100,METROPOLITANA,BID_20883,2017,SERVICES
MUN_103,NOROESTE,BID_21111,2017,SERVICES
MUN_13,METROPOLITANA,BID_100673b,2019,SERVICES
MUN_81,NOROESTE,BID_9603,2015,SERVICES
MUN_49,SUL,BID_7108,2015,SERVICES
MUN_40,NOROESTE,BID_16751,2016,SERVICES
MUN_180,SERTAO,BID_4993,2015,SERVICES
MUN_51,NOROESTE,BID_52277,2019,SERVICES
MUN_146,SERTAO,BID_2630,2015,SERVICES
MUN_31,SUL,BID_60883,2015,SERVICES
MUN_47,NOROESTE,BID_56368,2018,SERVICES
MUN_58,NOROESTE,BID_56542,2017,SERVICES
MUN_7,NOROESTE,BID_8770,2015,SERVICES
MUN_75,SERTAO,BID_32201,2017,SERVICES
MUN_72,JAGUARIBE,BID_8989,2015,SERVICES
MUN_81,NOROESTE,BID_100245b,2018,SERVICES
MUN_171,NORTE,BID_106721,2016,SERVICES
MUN_46,NORTE,BID_41731,2018,SERVICES
MUN_22,SERTAO,BID_40254,2018,SERVICES
MUN_86,NOROESTE,BID_125855,2015,SERVICES
MUN_34,NORTE,BID_16433,2016,SERVICES
MUN_99,METROPOLITANA,BID_20741,2016,SERVICES
MUN_170,NORTE,BID_4408,2015,SERVICES
MUN_115,NOROESTE,BID_100048b,2016,SERVICES
MUN_150,JAGUARIBE,BID_101780,2017,SERVICES
MUN_24,NORTE,BID_27666,2017,SERVICES
MUN_86,NOROESTE,BID_54506,2019,SERVICES
MUN_157,NORTE,BID_13896,2016,SERVICES
MUN_85,NORTE,BID_54461,2019,SERVICES
MUN_159,NORTE,BID_101361b,2019,SERVICES
MUN_137,SERTAO,BID_23696,2017,SERVICES
MUN_71,JAGUARIBE,BID_18910,2016,SERVICES
MUN_150,JAGUARIBE,BID_13458,2016,SERVICES
MUN_177,NOROESTE,BID_102087b,2019,SERVICES
MUN_107,SERTAO,BID_101943,2017,SERVICES
MUN_123,METROPOLITANA,BID_47252,2019,SERVICES
MUN_113,JAGUARIBE,BID_21707,2017,SERVICES
MUN_57,METROPOLITANA,BID_101684b,2019,SERVICES
MUN_40,NOROESTE,BID_16729,2016,SERVICES
MUN_173,CENTRO SUL,BID_110819,2016,SERVICES
MUN_46,NORTE,BID_101903b,2016,SERVICES
MUN_134,NORTE,BID_36685,2018,SERVICES
MUN_41,NORTE,BID_29013,2017,SERVICES
MUN_185,NOROESTE,BID_50582,2019,SERVICES
MUN_154,SUL,BID_100093b,2016,SERVICES
MUN_151,SERTAO,BID_48740,2019,SERVICES
MUN_11,CENTRO SUL,BID_21472,2017,SERVICES
MUN_107,SERTAO,BID_34879,2018,SERVICES
MUN_8,SUL,BID_9473,2015,SERVICES
MUN_86,NOROESTE,BID_9970,2015,SERVICES
MUN_16,SUL,BID_3558,2015,SERVICES
MUN_129,NORTE,BID_1666,2015,SERVICES
MUN_92,SUL,BID_45313,2018,SERVICES
MUN_109,SUL,BID_107643,2017,SERVICES
MUN_96,CENTRO SUL,BID_10645,2015,SERVICES
MUN_178,CENTRO SUL,BID_102102b,2019,SERVICES
MUN_99,METROPOLITANA,BID_104558b,2019,SERVICES
MUN_109,SUL,BID_684,2015,SERVICES
MUN_27,NORTE,BID_107070,2017,SERVICES
MUN_29,NOROESTE,BID_5902,2015,SERVICES
MUN_146,SERTAO,BID_2656,2015,SERVICES
MUN_73,CENTRO SUL,BID_102456b,2018,SERVICES
MUN_4,NOROESTE,BID_6460,2015,SERVICES
MUN_12,NORTE,BID_22142,2017,SERVICES
MUN_57,METROPOLITANA,BID_101149b,2016,SERVICES
MUN_60,NOROESTE,BID_8171,2015,SERVICES
MUN_119,SERTAO,BID_35576,2018,SERVICES
MUN_109,SUL,BID_34965,2018,SERVICES
MUN_38,SUL,BID_124041,2015,SERVICES
MUN_161,NOROESTE,BID_3642,2015,SERVICES
MUN_57,METROPOLITANA,BID_126941,2015,SERVICES
MUN_46,NORTE,BID_51969,2019,SERVICES
MUN_63,NOROESTE,BID_100066b,2016,SERVICES
MUN_174,NORTE,BID_39458,2018,SERVICES
MUN_162,NOROESTE,BID_3657,2015,SERVICES
MUN_156,NOROESTE,BID_13739,2016,SERVICES
MUN_82,JAGUARIBE,BID_9694,2015,SERVICES
MUN_37,NOROESTE,BID_106691,2016,SERVICES
MUN_173,CENTRO SUL,BID_124803,2015,SERVICES
MUN_123,METROPOLITANA,BID_127380,2015,SERVICES
MUN_26,NOROESTE,BID_5689,2015,SERVICES
MUN_117,SUL,BID_100319,2019,SERVICES
MUN_146,SERTAO,BID_131059,2015,SERVICES
MUN_90,JAGUARIBE,BID_10244,2015,SERVICES
MUN_74,CENTRO SUL,BID_9242,2015,SERVICES
MUN_33,SUL,BID_28416,2017,SERVICES
MUN_125,NOROESTE,BID_22699,2017,SERVICES
MUN_101,NOROESTE,BID_34536,2018,SERVICES
MUN_22,SERTAO,BID_27507,2017,SERVICES
MUN_146,SERTAO,BID_2700,2015,SERVICES
MUN_4,NOROESTE,BID_101741b,2018,SERVICES
MUN_25,SUL,BID_5651,2015,SERVICES
MUN_107,SERTAO,BID_21293,2017,SERVICES
MUN_91,JAGUARIBE,BID_45291,2018,SERVICES
MUN_162,NOROESTE,BID_111405,2016,SERVICES
MUN_161,NOROESTE,BID_49250,2019,SERVICES
MUN_65,NOROESTE,BID_31342,2017,SERVICES
MUN_34,NORTE,BID_102529b,2019,SERVICES
MUN_149,NOROESTE,BID_101626,2016,SERVICES
MUN_41,NORTE,BID_116274,2017,SERVICES
MUN_66,NORTE,BID_127435,2015,SERVICES
MUN_68,METROPOLITANA,BID_8689,2015,SERVICES
MUN_179,NOROESTE,BID_127454,2015,SERVICES
MUN_73,CENTRO SUL,BID_128607,2015,SERVICES
MUN_153,NOROESTE,BID_125866,2015,SERVICES
MUN_101,NOROESTE,BID_125748,2015,SERVICES
MUN_162,NOROESTE,BID_25526,2017,SERVICES
MUN_129,NORTE,BID_1722,2015,SERVICES
MUN_73,CENTRO SUL,BID_9116,2015,SERVICES
MUN_128,NORTE,BID_124864,2015,SERVICES
MUN_76,SERTAO,BID_100528b,2017,SERVICES
MUN_150,JAGUARIBE,BID_3024,2015,SERVICES
MUN_78,NOROESTE,BID_44251,2018,SERVICES
MUN_54,METROPOLITANA,BID_104900,2019,SERVICES
MUN_101,NOROESTE,BID_106271,2017,SERVICES
MUN_20,SUL,BID_5374,2015,SERVICES
MUN_50,NOROESTE,BID_7429,2015,SERVICES
MUN_75,SERTAO,BID_109963,2016,SERVICES
MUN_85,NORTE,BID_9936,2015,SERVICES
MUN_67,NOROESTE,BID_110993,2018,SERVICES
MUN_157,NORTE,BID_101321b,2019,SERVICES
MUN_86,NOROESTE,BID_44890,2018,SERVICES
MUN_118,SERTAO,BID_11811,2016,SERVICES
MUN_43,METROPOLITANA,BID_29095,2017,SERVICES
MUN_113,JAGUARIBE,BID_105563,2018,SERVICES
MUN_125,NOROESTE,BID_98244,2018,SERVICES
MUN_57,METROPOLITANA,BID_103374b,2019,SERVICES
MUN_13,METROPOLITANA,BID_23091,2017,SERVICES
MUN_159,NORTE,BID_3517,2015,SERVICES
MUN_162,NOROESTE,BID_3658,2015,SERVICES
MUN_99,METROPOLITANA,BID_56925,2016,SERVICES
MUN_72,JAGUARIBE,BID_8937,2015,SERVICES
MUN_172,NOROESTE,BID_39333,2018,SERVICES
MUN_30,SERTAO,BID_6023,2015,SERVICES
MUN_94,SUL,BID_20348,2016,SERVICES
MUN_26,NOROESTE,BID_101636b,2017,SERVICES
MUN_27,NORTE,BID_27828,2017,SERVICES
MUN_48,SERTAO,BID_100372b,2016,SERVICES
MUN_86,NOROESTE,BID_33153,2017,SERVICES
MUN_68,METROPOLITANA,BID_101069b,2016,SERVICES
MUN_98,SERTAO,BID_10813,2015,SERVICES
MUN_13,METROPOLITANA,BID_23058,2017,SERVICES
MUN_121,CENTRO SUL,BID_47124,2019,SERVICES
MUN_54,METROPOLITANA,BID_104899,2018,SERVICES
MUN_162,NOROESTE,BID_3802,2015,SERVICES
MUN_28,NORTE,BID_5877,2015,SERVICES
MUN_103,NOROESTE,BID_21052,2017,SERVICES
MUN_73,CENTRO SUL,BID_127039,2015,SERVICES
MUN_94,SUL,BID_104439b,2019,SERVICES
MUN_107,SERTAO,BID_128847,2015,SERVICES
MUN_169,NOROESTE,BID_4272,2015,SERVICES
MUN_99,METROPOLITANA,BID_20759,2016,SERVICES
MUN_150,JAGUARIBE,BID_13505,2016,SERVICES
MUN_61,NOROESTE,BID_31005,2017,SERVICES
MUN_78,NOROESTE,BID_44300,2018,SERVICES
MUN_50,NOROESTE,BID_124119,2015,SERVICES
MUN_81,NOROESTE,BID_9571,2015,SERVICES
MUN_42,SERTAO,BID_6661,2015,SERVICES
MUN_119,SERTAO,BID_46992,2019,SERVICES
MUN_116,NORTE,BID_21833,2017,SERVICES
MUN_51,NOROESTE,BID_124059,2015,SERVICES
MUN_162,NOROESTE,BID_38511,2018,SERVICES
MUN_70,NOROESTE,BID_8886,2015,SERVICES
MUN_5,SERTAO,BID_102684b,2017,SERVICES
MUN_46,NORTE,BID_6927,2015,SERVICES
MUN_73,CENTRO SUL,BID_19111,2016,SERVICES
MUN_100,METROPOLITANA,BID_121,2015,SERVICES
MUN_19,SUL,BID_5315,2015,SERVICES
MUN_97,JAGUARIBE,BID_104531b,2019,SERVICES
MUN_101,NOROESTE,BID_20983,2017,SERVICES
MUN_129,NORTE,BID_111192,2018,SERVICES
MUN_78,NOROESTE,BID_9404,2015,SERVICES
MUN_109,SUL,BID_21425,2017,SERVICES
MUN_41,NORTE,BID_116272,2017,SERVICES
MUN_5,SERTAO,BID_102937,2019,SERVICES
MUN_120,NORTE,BID_22241,2017,SERVICES
MUN_106,SUL,BID_46370,2019,SERVICES
MUN_74,CENTRO SUL,BID_32125,2017,SERVICES
MUN_125,NOROESTE,BID_35994,2018,SERVICES
MUN_58,NOROESTE,BID_30713,2017,SERVICES
MUN_13,METROPOLITANA,BID_118272,2016,SERVICES
MUN_73,CENTRO SUL,BID_9131,2015,SERVICES
MUN_13,METROPOLITANA,BID_131278,2015,SERVICES
MUN_85,NORTE,BID_44840,2018,SERVICES
MUN_19,SUL,BID_124476,2015,SERVICES
MUN_129,NORTE,BID_12338,2016,SERVICES
MUN_134,NORTE,BID_23419,2017,SERVICES
MUN_32,NOROESTE,BID_140112,2015,SERVICES
MUN_17,NORTE,BID_55983,2016,SERVICES
MUN_57,METROPOLITANA,BID_124806,2015,SERVICES
MUN_86,NOROESTE,BID_125860,2015,SERVICES
MUN_185,NOROESTE,BID_100556b,2017,SERVICES
MUN_5,SERTAO,BID_29768,2017,SERVICES
MUN_73,CENTRO SUL,BID_9101,2015,SERVICES
MUN_80,JAGUARIBE,BID_9538,2015,SERVICES
MUN_94,SUL,BID_125398,2015,SERVICES
MUN_150,JAGUARIBE,BID_48697,2019,SERVICES
MUN_79,NOROESTE,BID_9444,2015,SERVICES
MUN_5,SERTAO,BID_7186,2015,SERVICES
MUN_60,NOROESTE,BID_107087,2017,SERVICES
MUN_76,SERTAO,BID_100303b,2018,SERVICES
MUN_116,NORTE,BID_100630,2018,SERVICES
MUN_159,NORTE,BID_99036,2017,SERVICES
MUN_169,NOROESTE,BID_4243,2015,SERVICES
MUN_28,NORTE,BID_127702,2015,SERVICES
MUN_4,NOROESTE,BID_6453,2015,SERVICES
MUN_157,NORTE,BID_116073,2019,SERVICES
MUN_147,JAGUARIBE,BID_48516,2019,SERVICES
MUN_98,SERTAO,BID_20630,2016,SERVICES
MUN_43,METROPOLITANA,BID_41457,2018,SERVICES
MUN_155,NOROESTE,BID_3219,2015,SERVICES
MUN_15,NORTE,BID_125278,2015,SERVICES
MUN_170,NORTE,BID_26150,2017,SERVICES
MUN_139,NOROESTE,BID_23740,2017,SERVICES
MUN_105,NOROESTE,BID_109095,2018,SERVICES
MUN_111,SERTAO,BID_11524,2016,SERVICES
MUN_85,NORTE,BID_107372,2018,SERVICES
MUN_78,NOROESTE,BID_106826,2016,SERVICES
MUN_157,NORTE,BID_106247,2018,SERVICES
MUN_172,NOROESTE,BID_39351,2018,SERVICES
MUN_33,SUL,BID_28396,2017,SERVICES
MUN_48,SERTAO,BID_105321,2016,SERVICES
MUN_34,NORTE,BID_106103,2018,SERVICES
MUN_86,NOROESTE,BID_10041,2015,SERVICES
MUN_49,SUL,BID_100949b,2017,SERVICES
MUN_64,METROPOLITANA,BID_103641b,2019,SERVICES
MUN_76,SERTAO,BID_44173,2018,SERVICES
MUN_74,CENTRO SUL,BID_19155,2016,SERVICES
MUN_50,NOROESTE,BID_17513,2016,SERVICES
MUN_177,NOROESTE,BID_101631b,2017,SERVICES
MUN_68,METROPOLITANA,BID_43623,2018,SERVICES
MUN_98,SERTAO,BID_125275,2015,SERVICES
MUN_156,NOROESTE,BID_130382,2015,SERVICES
MUN_102,NOROESTE,BID_21006,2017,SERVICES
MUN_14,JAGUARIBE,BID_36979,2018,SERVICES
MUN_95,CENTRO SUL,BID_140038,2016,SERVICES
MUN_118,SERTAO,BID_35513,2018,SERVICES
MUN_51,NOROESTE,BID_17530,2016,SERVICES
MUN_59,NORTE,BID_125684,2015,SERVICES
MUN_91,JAGUARIBE,BID_56825,2017,SERVICES
MUN_176,NOROESTE,BID_101398b,2016,SERVICES
MUN_44,CENTRO SUL,BID_29357,2017,SERVICES
MUN_44,CENTRO SUL,BID_6804,2015,SERVICES
MUN_149,NOROESTE,BID_37624,2018,SERVICES
MUN_104,SUL,BID_124200,2015,SERVICES
MUN_163,SERTAO,BID_106662,2016,SERVICES
MUN_149,NOROESTE,BID_13336,2016,SERVICES
MUN_97,JAGUARIBE,BID_10794,2015,SERVICES
MUN_146,SERTAO,BID_125780,2015,SERVICES
MUN_45,NOROESTE,BID_17073,2016,SERVICES
MUN_94,SUL,BID_54935,2019,SERVICES
MUN_84,NORTE,BID_108244,2016,SERVICES
MUN_157,NORTE,BID_124689,2015,SERVICES
MUN_29,NOROESTE,BID_5891,2015,SERVICES
MUN_14,JAGUARIBE,BID_48135,2019,SERVICES
MUN_28,NORTE,BID_40522,2018,SERVICES
MUN_164,JAGUARIBE,BID_25690,2017,SERVICES
MUN_23,SUL,BID_5543,2015,SERVICES
MUN_49,SUL,BID_130117,2015,SERVICES
MUN_74,CENTRO SUL,BID_32087,2017,SERVICES
MUN_10,NORTE,BID_109942,2016,SERVICES
MUN_4,NOROESTE,BID_28862,2017,SERVICES
MUN_110,NOROESTE,BID_46540,2019,SERVICES
MUN_96,CENTRO SUL,BID_33964,2017,SERVICES
MUN_179,NOROESTE,BID_4878,2015,SERVICES
MUN_78,NOROESTE,BID_44276,2018,SERVICES
MUN_43,METROPOLITANA,BID_111106,2018,SERVICES
MUN_169,NOROESTE,BID_130153,2015,SERVICES
MUN_12,NORTE,BID_100476,2018,SERVICES
MUN_51,NOROESTE,BID_7529,2015,SERVICES
MUN_2,SUL,BID_102283b,2019,SERVICES
MUN_124,NORTE,BID_1465,2015,SERVICES
MUN_81,NOROESTE,BID_104041b,2019,SERVICES
MUN_162,NOROESTE,BID_38507,2018,SERVICES
MUN_178,CENTRO SUL,BID_26772,2017,SERVICES
MUN_34,NORTE,BID_28435,2017,SERVICES
MUN_13,METROPOLITANA,BID_23081,2017,SERVICES
MUN_136,NORTE,BID_36827,2018,SERVICES
MUN_110,NOROESTE,BID_101861,2016,SERVICES
MUN_43,METROPOLITANA,BID_105662,2017,SERVICES
MUN_43,METROPOLITANA,BID_105660,2017,SERVICES
MUN_65,NOROESTE,BID_8475,2015,SERVICES
MUN_170,NORTE,BID_99731,2016,SERVICES
MUN_150,JAGUARIBE,BID_111299,2016,SERVICES
MUN_130,SERTAO,BID_23167,2017,SERVICES
MUN_81,NOROESTE,BID_130049,2015,SERVICES
MUN_72,JAGUARIBE,BID_122664,2018,SERVICES
MUN_107,SERTAO,BID_96494,2018,SERVICES
MUN_47,NOROESTE,BID_29548,2017,SERVICES
MUN_64,METROPOLITANA,BID_8405,2015,SERVICES
MUN_170,NORTE,BID_4383,2015,SERVICES
MUN_34,NORTE,BID_129554,2015,SERVICES
MUN_179,NOROESTE,BID_4893,2015,SERVICES
MUN_54,METROPOLITANA,BID_101026b,2017,SERVICES
MUN_135,JAGUARIBE,BID_36751,2018,SERVICES
MUN_58,NOROESTE,BID_129878,2015,SERVICES
MUN_73,CENTRO SUL,BID_9086,2015,SERVICES
MUN_41,NORTE,BID_116271,2017,SERVICES
MUN_58,NOROESTE,BID_8065,2015,SERVICES
MUN_150,JAGUARIBE,BID_24685,2017,SERVICES
MUN_172,NOROESTE,BID_107341,2016,SERVICES
MUN_80,JAGUARIBE,BID_9517,2015,SERVICES
MUN_76,SERTAO,BID_32276,2017,SERVICES
MUN_123,METROPOLITANA,BID_22572,2017,SERVICES
MUN_57,METROPOLITANA,BID_101150b,2016,SERVICES
MUN_91,JAGUARIBE,BID_54793,2019,SERVICES
MUN_4,NOROESTE,BID_51546,2019,SERVICES
MUN_88,JAGUARIBE,BID_103338b,2017,SERVICES
MUN_177,NOROESTE,BID_15095,2016,SERVICES
MUN_30,SERTAO,BID_28178,2017,SERVICES
MUN_56,NOROESTE,BID_17761,2016,SERVICES
MUN_100,METROPOLITANA,BID_20878,2017,SERVICES
MUN_32,NOROESTE,BID_28303,2017,SERVICES
MUN_72,JAGUARIBE,BID_122646,2017,SERVICES
MUN_94,SUL,BID_10460,2015,SERVICES
MUN_107,SERTAO,BID_11333,2016,SERVICES
MUN_27,NORTE,BID_5742,2015,SERVICES
MUN_125,NOROESTE,BID_109355,2019,SERVICES
MUN_162,NOROESTE,BID_104829,2018,SERVICES
MUN_41,NORTE,BID_101975b,2017,SERVICES
MUN_13,METROPOLITANA,BID_1794,2015,SERVICES
MUN_27,NORTE,BID_102984,2016,SERVICES
MUN_162,NOROESTE,BID_49423,2019,SERVICES
MUN_129,NORTE,BID_1670,2015,SERVICES
MUN_146,SERTAO,BID_24303,2017,SERVICES
MUN_13,METROPOLITANA,BID_1792,2015,SERVICES
MUN_13,METROPOLITANA,BID_12410,2016,SERVICES
MUN_169,NOROESTE,BID_14596,2016,SERVICES
MUN_24,NORTE,BID_27690,2017,SERVICES
MUN_178,CENTRO SUL,BID_26763,2017,SERVICES
MUN_13,METROPOLITANA,BID_12365,2016,SERVICES
MUN_118,SERTAO,BID_21996,2017,SERVICES
MUN_162,NOROESTE,BID_101510,2018,SERVICES
MUN_99,METROPOLITANA,BID_104566,2019,SERVICES
MUN_90,JAGUARIBE,BID_129070,2015,SERVICES
MUN_33,SUL,BID_56236,2015,SERVICES
MUN_57,METROPOLITANA,BID_99533,2016,SERVICES
MUN_50,NOROESTE,BID_101787b,2018,SERVICES
MUN_52,SERTAO,BID_7653,2015,SERVICES
MUN_54,METROPOLITANA,BID_102636b,2018,SERVICES
MUN_32,NOROESTE,BID_102497,2019,SERVICES
MUN_31,SUL,BID_102330b,2016,SERVICES
MUN_31,SUL,BID_102331b,2016,SERVICES
MUN_31,SUL,BID_102332b,2016,SERVICES
MUN_31,SUL,BID_102337b,2016,SERVICES
MUN_31,SUL,BID_102338b,2016,SERVICES
MUN_28,NORTE,BID_102416b,2019,SERVICES
MUN_155,NOROESTE,BID_3209,2015,SERVICES
MUN_157,NORTE,BID_124826,2015,SERVICES
MUN_167,SERTAO,BID_128163,2015,SERVICES
MUN_68,METROPOLITANA,BID_8603,2015,SERVICES
MUN_4,NOROESTE,BID_6456,2015,SERVICES
MUN_97,JAGUARIBE,BID_34134,2017,SERVICES
MUN_37,NOROESTE,BID_16548,2016,SERVICES
MUN_18,SERTAO,BID_4939,2015,SERVICES
MUN_169,NOROESTE,BID_4227,2015,SERVICES
MUN_185,NOROESTE,BID_5268,2015,SERVICES
MUN_48,SERTAO,BID_41870,2018,SERVICES
MUN_97,JAGUARIBE,BID_45739,2018,SERVICES
MUN_74,CENTRO SUL,BID_32064,2017,SERVICES
MUN_151,SERTAO,BID_3049,2015,SERVICES
MUN_49,SUL,BID_127884,2015,SERVICES
MUN_135,JAGUARIBE,BID_125230,2015,SERVICES
MUN_180,SERTAO,BID_50372,2019,SERVICES
MUN_34,NORTE,BID_40965,2018,SERVICES
MUN_95,CENTRO SUL,BID_104476b,2019,SERVICES
MUN_18,SERTAO,BID_15228,2016,SERVICES
MUN_117,SUL,BID_21900,2017,SERVICES
MUN_47,NOROESTE,BID_29547,2017,SERVICES
MUN_88,JAGUARIBE,BID_100270b,2018,SERVICES
MUN_74,CENTRO SUL,BID_96881,2018,SERVICES
MUN_85,NORTE,BID_9968,2015,SERVICES
MUN_85,NORTE,BID_128211,2015,SERVICES
MUN_119,SERTAO,BID_35559,2018,SERVICES
MUN_14,JAGUARIBE,BID_100845,2019,SERVICES
MUN_78,NOROESTE,BID_53980,2019,SERVICES
MUN_77,CENTRO SUL,BID_32294,2017,SERVICES
MUN_98,SERTAO,BID_55283,2019,SERVICES
MUN_65,NOROESTE,BID_53297,2019,SERVICES
MUN_46,NORTE,BID_29463,2017,SERVICES
MUN_43,METROPOLITANA,BID_105661,2017,SERVICES
MUN_162,NOROESTE,BID_3845,2015,SERVICES
MUN_46,NORTE,BID_51971,2019,SERVICES
MUN_58,NOROESTE,BID_30716,2017,SERVICES
MUN_36,NORTE,BID_28604,2017,SERVICES
MUN_153,NOROESTE,BID_3100,2015,SERVICES
MUN_129,NORTE,BID_108575,2017,SERVICES
MUN_86,NOROESTE,BID_104214b,2019,SERVICES
MUN_8,SUL,BID_54067,2019,SERVICES
MUN_4,NOROESTE,BID_100775b,2017,SERVICES
MUN_113,JAGUARIBE,BID_35211,2018,SERVICES
MUN_125,NOROESTE,BID_109940,2018,SERVICES
MUN_54,METROPOLITANA,BID_42335,2018,SERVICES
MUN_29,NOROESTE,BID_28032,2017,SERVICES
MUN_46,NORTE,BID_129483,2015,SERVICES
MUN_178,CENTRO SUL,BID_102103b,2019,SERVICES
MUN_100,METROPOLITANA,BID_34474,2018,SERVICES
MUN_179,NOROESTE,BID_50283,2019,SERVICES
MUN_46,NORTE,BID_6974,2015,SERVICES
MUN_179,NOROESTE,BID_39731,2018,SERVICES
MUN_27,NORTE,BID_27836,2017,SERVICES
MUN_150,JAGUARIBE,BID_2994,2015,SERVICES
MUN_54,METROPOLITANA,BID_7677,2015,SERVICES
MUN_51,NOROESTE,BID_52314,2019,SERVICES
MUN_54,METROPOLITANA,BID_96332,2019,SERVICES
MUN_104,SUL,BID_46302,2019,SERVICES
MUN_144,SERTAO,BID_99728,2019,SERVICES
MUN_144,SERTAO,BID_48349,2019,SERVICES
MUN_74,CENTRO SUL,BID_103709b,2018,SERVICES
MUN_94,SUL,BID_106554,2018,SERVICES
MUN_124,NORTE,BID_35980,2018,SERVICES
MUN_172,NOROESTE,BID_127609,2015,SERVICES
MUN_162,NOROESTE,BID_105918,2018,SERVICES
MUN_113,JAGUARIBE,BID_860,2015,SERVICES
MUN_51,NOROESTE,BID_52283,2019,SERVICES
MUN_41,NORTE,BID_16807,2016,SERVICES
MUN_115,NOROESTE,BID_951,2015,SERVICES
MUN_63,NOROESTE,BID_100521b,2018,SERVICES
MUN_97,JAGUARIBE,BID_10763,2015,SERVICES
MUN_61,NOROESTE,BID_8249,2015,SERVICES
MUN_19,SUL,BID_5311,2015,SERVICES
MUN_94,SUL,BID_55036,2019,SERVICES
MUN_31,SUL,BID_28189,2017,SERVICES
MUN_64,METROPOLITANA,BID_97991,2017,SERVICES
MUN_132,SERTAO,BID_47777,2019,SERVICES
MUN_115,NOROESTE,BID_11646,2016,SERVICES
MUN_88,JAGUARIBE,BID_104601,2017,SERVICES
MUN_32,NOROESTE,BID_100541b,2016,SERVICES
